Date,Open,High,Low,Close,Adj Close,Volume
2015-08-03,282.81,285.47,280.23,281.23,281.23,"21,474,100"
2015-08-04,281.23,285.71,281.23,285.22,285.22,"21,908,700"
2015-08-05,284.85,285.5,281.49,281.88,281.88,"20,128,000"
2015-08-06,281.91,281.91,278.4,278.58,278.58,"18,792,100"
2015-08-07,278.74,280.39,276.37,279.58,279.58,"42,484,800"
2015-08-08,279.74,279.93,260.71,261,261,"58,533,000"
2015-08-09,261.12,267,260.47,265.08,265.08,"23,789,600"
2015-08-10,265.48,267.03,262.6,264.47,264.47,"20,979,400"
2015-08-11,264.34,270.39,264.09,270.39,270.39,"25,433,900"
2015-08-12,270.6,270.67,265.47,266.38,266.38,"26,815,400"
2015-08-13,266.18,266.23,262.84,264.08,264.08,"27,685,500"
2015-08-14,264.13,267.47,261.48,265.68,265.68,"27,091,200"
2015-08-15,265.53,266.67,261.3,261.55,261.55,"19,321,100"
2015-08-16,261.87,262.44,257.04,258.51,258.51,"29,717,000"
2015-08-17,258.49,260.51,257.12,257.98,257.98,"21,617,900"
2015-08-18,257.93,257.99,211.08,211.08,211.08,"42,147,200"
2015-08-19,225.67,237.41,222.77,226.68,226.68,"60,869,200"
2015-08-20,226.9,237.37,226.9,235.35,235.35,"32,275,000"
2015-08-21,235.35,236.43,231.72,232.57,232.57,"23,173,800"
2015-08-22,232.66,234.96,222.7,230.39,230.39,"23,205,900"
2015-08-23,230.38,232.71,225.58,228.17,228.17,"18,406,600"
2015-08-24,228.11,228.14,210.44,210.49,210.49,"59,220,700"
2015-08-25,210.07,226.32,199.57,221.61,221.61,"61,089,200"
2015-08-26,222.08,231.18,220.2,225.83,225.83,"31,808,000"
2015-08-27,226.05,228.64,223.68,224.77,224.77,"21,905,400"
2015-08-28,224.7,235.22,220.93,231.4,231.4,"31,336,600"
2015-08-29,231.55,233.22,227.33,229.78,229.78,"17,142,500"
2015-08-30,229.9,232.07,226.25,228.76,228.76,"19,412,600"
2015-08-31,229.11,231.96,225.91,230.06,230.06,"20,710,700"
2015-09-01,230.26,231.22,226.86,228.12,228.12,"20,575,200"
2015-09-02,228.03,230.58,226.48,229.28,229.28,"18,760,400"
2015-09-03,229.32,229.6,226.67,227.18,227.18,"17,482,000"
2015-09-04,227.21,230.9,227.05,230.3,230.3,"20,962,400"
2015-09-05,230.2,236.14,229.44,235.02,235.02,"20,671,400"
2015-09-06,234.87,242.91,234.68,239.84,239.84,"25,473,700"
2015-09-07,239.93,242.11,238.72,239.85,239.85,"21,192,200"
2015-09-08,239.85,245.78,239.68,243.61,243.61,"26,879,200"
2015-09-09,243.41,244.42,237.82,238.17,238.17,"23,635,700"
2015-09-10,238.34,241.29,235.79,238.48,238.48,"21,215,500"
2015-09-11,238.33,241.17,238.33,240.11,240.11,"19,224,700"
2015-09-12,239.85,240.12,234.75,235.23,235.23,"17,962,600"
2015-09-13,235.24,235.93,229.33,230.51,230.51,"18,478,800"
2015-09-14,230.61,232.44,227.96,230.64,230.64,"20,997,800"
2015-09-15,230.49,259.18,229.82,230.3,230.3,"19,177,800"
2015-09-16,230.25,231.21,227.4,229.09,229.09,"20,144,200"
2015-09-17,229.08,230.29,228.93,229.81,229.81,"18,935,400"
2015-09-18,233.52,234.35,232.18,232.98,232.98,"20,242,200"
2015-09-19,232.86,233.21,231.09,231.49,231.49,"12,712,600"
2015-09-20,231.4,232.37,230.91,231.21,231.21,"14,444,700"
2015-09-21,231.22,231.22,226.52,227.09,227.09,"19,678,800"
2015-09-22,226.97,232.39,225.12,230.62,230.62,"25,009,300"
2015-09-23,230.94,231.84,229.59,230.28,230.28,"17,254,100"
2015-09-24,230.36,235.65,230.29,234.53,234.53,"25,097,800"
2015-09-25,234.36,237.43,233.68,235.14,235.14,"22,363,600"
2015-09-26,235.08,235.4,233.36,234.34,234.34,"13,724,100"
2015-09-27,234.14,234.53,232.48,232.76,232.76,"14,179,900"
2015-09-28,232.84,239.34,232.47,239.14,239.14,"24,713,000"
2015-09-29,239.02,239.8,235.93,236.69,236.69,"22,691,300"
2015-09-30,236.64,237.73,235.63,236.06,236.06,"19,743,500"
2015-10-01,236,238.45,235.62,237.55,237.55,"20,488,800"
2015-10-02,237.26,238.54,236.6,237.29,237.29,"19,677,900"
2015-10-03,237.2,239.32,236.94,238.73,238.73,"16,482,700"
2015-10-04,238.53,238.97,237.94,238.26,238.26,"12,999,000"
2015-10-05,238.15,240.38,237.04,240.38,240.38,"23,335,900"
2015-10-06,240.36,246.93,240.14,246.06,246.06,"27,535,100"
2015-10-07,246.17,246.68,242.59,242.97,242.97,"22,999,200"
2015-10-08,243.07,244.25,242.18,242.3,242.3,"18,515,300"
2015-10-09,242.5,244.23,242.12,243.93,243.93,"17,353,100"
2015-10-10,243.74,245.32,243.07,244.94,244.94,"15,912,700"
2015-10-11,244.74,247.24,244.15,247.05,247.05,"16,827,300"
2015-10-12,246.88,247.45,245.18,245.31,245.31,"17,388,300"
2015-10-13,245.2,250.24,243.76,249.51,249.51,"28,198,500"
2015-10-14,249.49,254.27,248.9,251.99,251.99,"27,462,600"
2015-10-15,252.11,255.96,252.05,254.32,254.32,"25,223,500"
2015-10-16,254.3,266.14,253.93,262.87,262.87,"35,901,500"
2015-10-17,262.75,273.58,262.37,270.64,270.64,"43,199,600"
2015-10-18,270.91,271.67,260.78,261.64,261.64,"22,434,300"
2015-10-19,261.86,264.82,260.95,263.44,263.44,"25,258,800"
2015-10-20,263.57,270.83,263.23,269.46,269.46,"30,889,800"
